Year,Month,National Park,Temp Avg,Dew Point Avg,Humidity Avg,Wind Speed Avg,Pressure Avg,Precipitation Total
2015,1,Channel_Islands,55.36774193548387,45.86451612903225,73.90967741935484,2.767741935483871,30.080645161290324,1.33
2015,2,Channel_Islands,57.81071428571429,49.464285714285715,77.13214285714285,4.146428571428571,30.00714285714286,0.32
2015,3,Channel_Islands,61.190322580645166,49.70322580645161,70.48064516129033,4.629032258064516,29.993548387096773,0.3
2015,4,Channel_Islands,60.483333333333334,46.13333333333333,63.28,6.3133333333333335,29.923333333333332,0.18
2015,5,Channel_Islands,59.29354838709677,49.86451612903225,72.2741935483871,6.303225806451613,29.92258064516129,0.32
2015,6,Channel_Islands,63.586666666666666,56.82333333333334,79.63333333333334,5.62,29.863333333333333,0.3
2015,7,Channel_Islands,68.19032258064516,60.251612903225805,76.61612903225806,5.864516129032259,29.906451612903226,0.01
2015,8,Channel_Islands,70.70967741935483,61.487096774193546,74.04838709677419,5.429032258064517,29.870967741935484,0.0
2015,9,Channel_Islands,71.53666666666666,61.81333333333334,73.22,4.536666666666666,29.836666666666666,0.16999999999999998
2015,10,Channel_Islands,69.83548387096775,57.487096774193546,68.50322580645161,4.951612903225806,29.883870967741935,0.48
2015,11,Channel_Islands,57.12,38.836666666666666,54.21666666666667,4.8100000000000005,29.970000000000002,0.1
2015,12,Channel_Islands,53.70645161290323,37.75483870967742,57.61290322580645,5.612903225806452,30.03548387096774,0.3
2016,1,Channel_Islands,55.196774193548386,46.32258064516129,74.71612903225805,5.164516129032258,30.051612903225806,4.76
2016,2,Channel_Islands,58.03103448275862,42.46551724137931,61.96206896551724,4.320689655172414,30.06551724137931,1.5
2016,3,Channel_Islands,58.54516129032258,47.99677419354839,71.4,6.574193548387097,29.9741935483871,1.99
2016,4,Channel_Islands,60.586666666666666,48.263333333333335,67.75333333333333,6.723333333333333,29.95,0.54
2016,5,Channel_Islands,59.31612903225806,51.99354838709677,77.93225806451613,6.074193548387097,29.932258064516127,0.01
2016,6,Channel_Islands,62.0,56.20333333333333,82.47666666666666,5.5,29.906666666666663,0.01
2016,7,Channel_Islands,65.3,59.6741935483871,83.35483870967742,5.706451612903226,29.91290322580645,0.0
2016,8,Channel_Islands,65.13548387096775,60.05806451612903,84.49032258064516,5.790322580645161,29.883870967741935,0.0
2016,9,Channel_Islands,65.98666666666666,55.24333333333333,74.53999999999999,5.656666666666666,29.903333333333332,0.01
2016,10,Channel_Islands,62.487096774193546,52.99354838709677,76.33548387096775,4.84516129032258,29.93548387096774,0.73
2016,11,Channel_Islands,58.32333333333334,46.60666666666667,70.09666666666666,3.996666666666667,29.996666666666666,0.8899999999999999
2016,12,Channel_Islands,52.62903225806452,44.50967741935484,77.35806451612903,4.183870967741935,30.041935483870965,3.17
2017,1,Channel_Islands,52.18387096774194,45.380645161290325,80.50322580645161,4.441935483870967,30.04516129032258,8.98
2017,2,Channel_Islands,54.6,49.69285714285714,85.54285714285713,5.521428571428571,30.017857142857142,8.969999999999999
2017,3,Channel_Islands,57.096774193548384,48.20322580645161,75.93548387096774,5.516129032258065,30.032258064516128,0.9600000000000001
2017,4,Channel_Islands,60.41,48.64333333333333,70.37333333333332,6.319999999999999,29.953333333333333,0.41000000000000003
2017,5,Channel_Islands,59.60322580645161,51.5516129032258,77.53870967741935,6.264516129032258,29.896774193548385,0.12000000000000001
2017,6,Channel_Islands,62.936666666666675,56.80333333333333,82.14333333333335,5.866666666666666,29.86,0.0
2017,7,Channel_Islands,65.37096774193549,60.68064516129032,85.74193548387096,5.280645161290322,29.91290322580645,0.04
2017,8,Channel_Islands,67.26774193548388,61.42580645161291,82.53870967741935,5.651612903225806,29.874193548387098,0.0
2017,9,Channel_Islands,66.84,58.86,77.43,5.426666666666667,29.856666666666666,0.16
2017,10,Channel_Islands,64.0225806451613,50.70322580645161,67.75161290322582,4.083870967741936,29.896774193548385,0.0
2017,11,Channel_Islands,59.22666666666667,50.35666666666667,75.43666666666667,3.816666666666667,29.990000000000002,0.07
2017,12,Channel_Islands,51.4483870967742,36.564516129032256,61.99032258064516,2.6838709677419357,30.07741935483871,0.0
2018,1,Channel_Islands,55.21935483870968,44.60645161290322,71.98387096774194,3.8483870967741933,30.06451612903226,2.7199999999999998
2018,2,Channel_Islands,52.403571428571425,38.81785714285714,63.964285714285715,5.067857142857143,30.02857142857143,0.01
2018,3,Channel_Islands,54.97741935483871,44.92258064516129,72.94193548387096,5.419354838709677,30.0258064516129,5.5
2018,4,Channel_Islands,58.87,46.75,68.30333333333333,6.723333333333334,29.983333333333334,0.0
2018,5,Channel_Islands,59.438709677419354,51.019354838709674,74.80000000000001,5.393548387096774,29.929032258064513,0.0
2018,6,Channel_Islands,62.69666666666667,55.236666666666665,77.62666666666668,5.9366666666666665,29.87333333333333,0.0
2018,7,Channel_Islands,69.00967741935484,60.829032258064515,76.93225806451613,5.577419354838709,29.91290322580645,0.0
2018,8,Channel_Islands,69.51290322580645,61.432258064516134,76.54516129032258,5.34516129032258,29.89354838709677,0.0
2018,9,Channel_Islands,64.83,58.656666666666666,81.51333333333334,4.62,29.86,0.0
2018,10,Channel_Islands,63.29354838709678,54.16451612903226,75.56774193548387,4.267741935483872,29.9,0.42
2018,11,Channel_Islands,58.593333333333334,46.54,69.31666666666666,4.01,29.996666666666666,0.51
2018,12,Channel_Islands,53.641935483870974,43.86129032258064,72.54838709677419,4.251612903225807,30.04516129032258,0.5
2019,1,Channel_Islands,53.42903225806452,45.49032258064516,77.4483870967742,5.377419354838709,30.061290322580643,6.02
2019,2,Channel_Islands,50.88928571428572,41.021428571428565,71.7,6.864285714285714,30.0,6.38
2019,3,Channel_Islands,55.693548387096776,45.58387096774193,72.5516129032258,5.66774193548387,30.009677419354837,4.01
2019,4,Channel_Islands,59.330000000000005,50.126666666666665,74.82,6.163333333333333,29.19333333333333,0.09000000000000001
2019,5,Channel_Islands,59.00322580645161,51.21290322580645,76.80645161290323,6.890322580645161,29.906451612903226,1.8800000000000001
2019,6,Channel_Islands,61.830000000000005,56.61333333333334,83.76333333333334,5.283333333333333,29.91,0.0
2019,7,Channel_Islands,64.04193548387097,57.958064516129035,81.52903225806452,5.309677419354839,29.906451612903226,0.0
2019,8,Channel_Islands,64.7290322580645,59.18387096774194,83.18709677419355,5.061290322580645,29.887096774193548,0.0
2019,9,Channel_Islands,67.38333333333334,58.18333333333333,74.51,5.216666666666667,29.866666666666667,0.0
2019,10,Channel_Islands,62.8258064516129,46.248387096774195,60.30322580645161,4.109677419354839,29.9,0.0
2019,11,Channel_Islands,55.76,45.36,72.77,3.76,29.93,1.1600000000000001
2019,12,Channel_Islands,53.61290322580645,44.667741935483875,74.43225806451613,4.796774193548386,30.029032258064515,4.35
2020,1,Channel_Islands,53.277419354838706,42.406451612903226,70.35806451612903,3.9322580645161294,29.59032258064516,0.55
2020,2,Channel_Islands,54.158620689655166,41.52413793103448,67.91379310344827,4.341379310344827,30.02758620689655,0.03
2020,3,Channel_Islands,54.68709677419355,46.05806451612903,74.90322580645162,6.267741935483871,30.003225806451614,2.98
2020,4,Channel_Islands,59.663333333333334,50.65333333333333,74.67333333333333,5.863333333333333,29.95,2.06
2020,5,Channel_Islands,62.34516129032258,52.980645161290326,74.0,6.716129032258064,29.903225806451612,0.05
2020,6,Channel_Islands,64.36999999999999,54.06333333333334,73.16333333333334,6.376666666666667,29.89333333333333,0.04
2020,7,Channel_Islands,63.23548387096774,56.73870967741936,80.36129032258064,5.709677419354839,29.896774193548385,0.0
2020,8,Channel_Islands,66.11612903225806,59.26774193548387,79.77741935483871,4.941935483870967,29.84193548387097,0.0
2020,9,Channel_Islands,65.58571428571429,59.68571428571429,82.87142857142858,4.414285714285714,29.857142857142858,0.0
2020,10,Channel_Islands,64.10384615384615,53.723076923076924,71.91538461538461,3.6384615384615384,29.907692307692308,0.0
2020,11,Channel_Islands,56.44166666666666,45.09583333333333,69.5125,3.8666666666666667,29.995833333333334,0.0
2020,12,Channel_Islands,53.08965517241379,38.320689655172416,61.220689655172414,4.141379310344828,30.07586206896552,1.9
2021,1,Channel_Islands,52.980645161290326,41.04516129032258,67.59032258064516,4.690322580645161,30.019354838709678,4.28
2021,2,Channel_Islands,55.0,40.20357142857143,62.18928571428571,5.617857142857143,30.032142857142855,0.0
2021,3,Channel_Islands,54.09032258064516,41.277419354838706,65.2741935483871,6.145161290322581,30.03548387096774,1.03
2021,4,Channel_Islands,58.276666666666664,46.82333333333334,68.83333333333333,6.0233333333333325,29.933333333333334,0.01
2021,5,Channel_Islands,59.270967741935486,50.4741935483871,74.54838709677419,6.164516129032258,29.929032258064513,0.03
2021,6,Channel_Islands,63.190000000000005,54.96,76.45,5.92,29.87333333333333,0.01
2021,7,Channel_Islands,65.38064516129032,58.90967741935484,80.29354838709678,5.670967741935484,29.916129032258063,0.0
2021,8,Channel_Islands,64.90967741935484,58.16129032258065,79.78709677419356,5.012903225806451,29.86774193548387,0.0
2021,9,Channel_Islands,62.06333333333334,56.34666666666667,82.61333333333333,4.53,29.916666666666668,0.0
2021,10,Channel_Islands,60.60645161290322,48.96451612903226,70.23870967741935,4.583870967741936,29.95483870967742,1.19
2021,11,Channel_Islands,56.45333333333333,48.516666666666666,78.39666666666668,3.2866666666666666,30.043333333333333,0.02
2021,12,Channel_Islands,51.05483870967742,44.829032258064515,80.5516129032258,4.435483870967742,29.993548387096773,4.88
2022,1,Channel_Islands,51.858064516129026,41.46774193548387,71.19677419354838,2.564516129032258,30.09032258064516,0.06
2022,2,Channel_Islands,53.19285714285714,36.93214285714286,58.707142857142856,4.307142857142857,30.082142857142856,0.03
2022,3,Channel_Islands,56.95161290322581,44.70967741935484,67.92903225806452,5.893548387096774,30.01290322580645,1.33
2022,4,Channel_Islands,60.513333333333335,46.666666666666664,64.86999999999999,6.596666666666667,29.94333333333333,0.25
2022,5,Channel_Islands,59.983870967741936,48.76451612903226,69.33870967741936,6.490322580645161,29.909677419354836,0.03
2022,6,Channel_Islands,64.51666666666667,56.480000000000004,77.07,6.319999999999999,29.866666666666667,0.0
2022,7,Channel_Islands,64.53225806451613,57.932258064516134,80.01612903225806,5.648387096774194,29.909677419354836,0.0
2022,8,Channel_Islands,65.46451612903225,58.78064516129032,80.29677419354839,5.161290322580645,29.883870967741935,0.0
2022,9,Channel_Islands,69.75666666666666,60.46333333333334,74.06333333333333,4.96,29.836666666666666,0.11
2022,10,Channel_Islands,62.92903225806452,55.42903225806452,78.59032258064516,4.603225806451612,29.938709677419357,0.03
2022,11,Channel_Islands,53.28,40.07333333333334,65.36333333333333,3.92,30.026666666666664,1.0699999999999998
2022,12,Channel_Islands,52.78064516129032,46.29677419354839,80.28387096774195,3.329032258064516,30.05806451612903,3.35
2023,1,Channel_Islands,53.29354838709677,44.07096774193548,72.85806451612903,5.803225806451613,30.041935483870965,9.95
2023,2,Channel_Islands,51.8962962962963,38.6037037037037,63.36296296296296,5.903703703703704,30.037037037037038,3.1900000000000004
2023,3,Channel_Islands,54.329032258064515,44.60322580645161,72.06129032258065,6.006451612903225,30.01290322580645,9.62
2023,4,Channel_Islands,56.57,47.46666666666667,74.26333333333334,5.516666666666667,29.970000000000002,0.0
2023,5,Channel_Islands,59.777419354838706,51.97096774193548,76.20967741935483,5.422580645161291,29.93548387096774,0.59
2023,6,Channel_Islands,62.736666666666665,54.416666666666664,75.01666666666667,5.223333333333333,29.92,0.22
2023,7,Channel_Islands,64.98064516129033,58.196774193548386,79.62258064516129,5.438709677419355,29.883870967741935,0.0
2023,8,Channel_Islands,68.24516129032257,60.76774193548387,78.13548387096773,5.183870967741935,29.874193548387098,0.19
2023,9,Channel_Islands,67.2,58.35,74.1,4.816666666666666,29.903333333333332,0.0
2023,10,Channel_Islands,63.95483870967742,49.91612903225807,63.36129032258064,4.377419354838709,29.883870967741935,0.0
2023,11,Channel_Islands,59.30333333333333,43.43666666666666,60.583333333333336,3.9833333333333334,29.990000000000002,0.25
2023,12,Channel_Islands,57.096774193548384,46.122580645161285,71.3258064516129,3.9516129032258065,30.0258064516129,5.05
2024,1,Channel_Islands,55.74516129032258,46.16451612903226,73.32903225806452,4.609677419354839,30.041935483870965,2.8499999999999996
2024,2,Channel_Islands,56.05862068965517,49.62758620689655,80.62758620689655,5.544827586206897,29.99655172413793,11.450000000000001
2024,3,Channel_Islands,56.309677419354834,49.461290322580645,79.53870967741935,6.141935483870968,29.96451612903226,3.8200000000000003
2024,4,Channel_Islands,56.876666666666665,50.190000000000005,80.36,5.903333333333333,29.973333333333333,1.15
2024,5,Channel_Islands,57.751612903225805,53.3,86.1,5.280645161290323,29.916129032258063,0.09
2024,6,Channel_Islands,62.343333333333334,56.86333333333334,83.65,4.966666666666667,29.853333333333335,0.0
2024,7,Channel_Islands,63.16129032258065,58.561290322580646,85.90967741935484,5.370967741935484,29.89032258064516,0.0
2024,8,Channel_Islands,65.38387096774194,59.41290322580645,82.26774193548388,4.787096774193548,29.916129032258063,0.0
